"날짜","종가","시가","고가","저가","거래량","변동 %"
"2024- 05- 21","488.48","486.53","488.58","486.35","2.45M","0.27%"
"2024- 05- 20","487.17","486.78","488.61","486.45","2.60M","0.10%"
"2024- 05- 17","486.69","486.09","486.73","484.70","3.27M","0.15%"
"2024- 05- 16","485.97","487.05","488.57","485.83","3.35M","-0.19%"
"2024- 05- 15","486.90","483.34","487.23","482.73","4.40M","1.22%"
"2024- 05- 14","481.04","478.98","481.47","478.48","3.26M","0.47%"
"2024- 05- 13","478.77","480.35","480.42","477.73","3.11M","0.01%"
"2024- 05- 10","478.74","479.69","480.39","477.59","3.35M","0.12%"
"2024- 05- 09","478.15","475.59","478.15","474.94","3.49M","0.57%"
"2024- 05- 08","475.42","473.59","475.86","473.50","3.21M","0.00%"
"2024- 05- 07","475.40","475.70","476.64","474.71","3.45M","0.14%"
"2024- 05- 06","474.72","472.22","474.81","471.82","4.78M","1.01%"
"2024- 05- 03","469.98","469.76","471.00","467.44","4.59M","1.24%"
"2024- 05- 02","464.22","463.36","464.95","459.16","3.97M","0.93%"
"2024- 05- 01","459.93","460.77","467.07","459.44","6.12M","-0.33%"
"2024- 04- 30","461.43","467.42","468.34","461.36","4.36M","-1.58%"
"2024- 04- 29","468.84","468.84","469.42","466.21","3.25M","0.35%"
"2024- 04- 26","467.21","465.33","468.63","464.81","4.91M","1.00%"
"2024- 04- 25","462.58","458.77","463.46","457.26","4.88M","-0.41%"
"2024- 04- 24","464.50","465.57","466.31","462.44","7.69M","-0.07%"
"2024- 04- 23","464.84","461.18","465.13","460.67","4.26M","1.26%"
"2024- 04- 22","459.05","457.55","461.73","455.35","5.82M","0.87%"
"2024- 04- 19","455.10","458.99","459.94","453.90","9.79M","-0.84%"
"2024- 04- 18","458.94","461.36","463.30","458.21","5.64M","-0.23%"
"2024- 04- 17","459.99","465.11","465.24","458.73","7.16M","-0.60%"
"2024- 04- 16","462.78","464.05","465.51","461.59","6.76M","-0.18%"
"2024- 04- 15","463.61","473.47","473.59","462.85","9.53M","-1.27%"
"2024- 04- 12","469.57","472.77","474.05","467.91","6.96M","-1.36%"
"2024- 04- 11","476.06","473.98","477.43","470.67","5.11M","0.72%"
"2024- 04- 10","472.65","471.91","474.39","470.67","6.93M","-0.97%"
"2024- 04- 09","477.27","478.38","478.60","472.74","5.25M","0.12%"
"2024- 04- 08","476.68","477.15","478.07","475.97","4.74M","0.04%"
"2024- 04- 05","476.49","472.85","478.33","472.42","5.59M","1.06%"
"2024- 04- 04","471.48","481.20","481.48","471.27","6.87M","-1.23%"
"2024- 04- 03","477.36","475.84","478.80","475.79","6.22M","0.09%"
"2024- 04- 02","476.93","476.33","476.99","474.71","4.82M","-0.65%"
"2024- 04- 01","480.07","481.44","481.96","478.83","5.73M","-0.13%"
"2024- 03- 28","480.70","480.87","482.16","480.50","4.07M","-0.01%"
"2024- 03- 27","480.76","479.51","480.87","477.45","4.95M","0.87%"
"2024- 03- 26","476.60","479.06","479.37","476.43","8.07M","-0.28%"
"2024- 03- 25","477.94","477.73","478.79","477.55","6.08M","-0.26%"
"2024- 03- 22","479.18","479.87","480.32","478.82","5.88M","-0.45%"
"2024- 03- 21","481.35","482.62","483.23","481.21","5.04M","0.33%"
"2024- 03- 20","479.75","475.54","480.02","474.93","6.18M","0.87%"
"2024- 03- 19","475.60","472.20","475.74","471.29","4.55M","0.56%"
"2024- 03- 18","472.95","473.95","475.28","472.50","3.94M","0.63%"
"2024- 03- 15","470.01","470.41","471.78","468.72","6.81M","-0.69%"
"2024- 03- 14","473.27","475.16","475.33","470.45","5.15M","-0.22%"
"2024- 03- 13","474.31","475.31","475.47","472.90","3.54M","-0.15%"
"2024- 03- 12","475.03","471.92","475.55","469.57","4.81M","1.07%"
"2024- 03- 11","470.00","469.20","470.45","467.39","5.32M","-0.08%"
"2024- 03- 08","470.39","473.77","476.30","469.82","6.29M","-0.61%"
"2024- 03- 07","473.26","471.63","474.19","470.78","7.15M","0.99%"
"2024- 03- 06","468.62","469.25","470.66","467.32","5.33M","0.53%"
"2024- 03- 05","466.15","468.95","469.38","464.06","4.62M","-1.00%"
"2024- 03- 04","470.87","470.61","472.60","470.60","3.97M","-0.12%"
"2024- 03- 01","471.43","467.83","471.77","467.43","4.84M","0.96%"
"2024- 02- 29","466.93","466.97","468.49","464.47","7.33M","0.37%"
"2024- 02- 28","465.21","464.49","465.83","464.11","2.80M","-0.15%"
"2024- 02- 27","465.93","465.71","466.12","463.91","3.59M","0.18%"
"2024- 02- 26","465.07","467.19","467.59","464.94","3.45M","-0.37%"
"2024- 02- 23","466.78","468.09","468.87","466.09","4.05M","0.05%"
"2024- 02- 22","466.57","463.22","467.33","462.32","4.33M","2.10%"
"2024- 02- 21","456.97","455.32","457.12","453.60","4.22M","0.10%"
"2024- 02- 20","456.51","457.44","458.06","454.43","5.31M","-0.55%"
"2024- 02- 16","459.03","461.08","462.15","458.40","5.53M","-0.51%"
"2024- 02- 15","461.39","458.90","461.54","458.43","5.70M","0.68%"
"2024- 02- 14","458.29","456.58","458.67","454.40","5.62M","0.95%"
"2024- 02- 13","453.97","454.48","455.70","450.99","8.15M","-1.41%"
"2024- 02- 12","460.46","460.61","462.74","459.75","4.56M","-0.05%"
"2024- 02- 09","460.67","458.54","461.03","458.17","4.00M","0.57%"
"2024- 02- 08","458.07","457.81","458.33","457.03","4.18M","0.07%"
"2024- 02- 07","457.76","456.15","458.18","455.27","6.76M","0.82%"
"2024- 02- 06","454.03","453.58","454.29","452.21","4.38M","0.31%"
"2024- 02- 05","452.62","453.73","454.15","450.54","7.10M","-0.37%"
"2024- 02- 02","454.28","450.01","455.88","449.69","6.25M","1.03%"
"2024- 02- 01","449.66","445.35","449.66","444.65","6.14M","1.32%"
"2024- 01- 31","443.82","449.04","449.46","443.75","7.11M","-1.63%"
"2024- 01- 30","451.17","450.84","451.81","450.44","3.41M","-0.07%"
"2024- 01- 29","451.49","448.23","451.61","447.71","4.54M","0.73%"
"2024- 01- 26","448.23","448.10","449.51","447.16","6.40M","-0.06%"
"2024- 01- 25","448.50","448.14","448.76","446.11","4.17M","0.56%"
"2024- 01- 24","445.99","448.32","449.19","445.75","4.57M","0.08%"
"2024- 01- 23","445.62","444.83","445.82","443.78","3.25M","0.30%"
"2024- 01- 22","444.30","444.77","445.92","443.68","5.87M","0.23%"
"2024- 01- 19","443.29","439.00","443.61","438.31","4.84M","1.22%"
"2024- 01- 18","437.93","435.58","438.39","434.16","4.33M","0.89%"
"2024- 01- 17","434.07","433.60","434.48","431.81","6.04M","-0.56%"
"2024- 01- 16","436.50","436.79","437.98","434.74","5.73M","-0.34%"
"2024- 01- 12","437.99","439.11","439.80","436.73","5.18M","0.05%"
"2024- 01- 11","437.79","438.94","439.36","434.00","4.80M","-0.03%"
"2024- 01- 10","437.94","435.77","438.73","435.48","4.28M","0.66%"
"2024- 01- 09","435.07","433.62","436.43","433.16","7.94M","-0.24%"
"2024- 01- 08","436.13","430.45","436.27","430.37","7.22M","1.43%"
"2024- 01- 05","429.98","429.59","432.30","428.64","5.72M","0.13%"
"2024- 01- 04","429.43","430.33","432.78","429.21","3.95M","-0.32%"
"2024- 01- 03","430.79","432.32","433.00","430.25","4.81M","-0.74%"
"2024- 01- 02","434.01","433.91","435.27","432.36","9.08M","-0.64%"
"2023- 12- 29","436.80","437.87","438.34","434.94","4.38M","-0.27%"
"2023- 12- 28","437.97","438.25","438.84","437.66","4.70M","0.02%"
"2023- 12- 27","437.90","436.89","438.02","436.42","4.27M","0.18%"
"2023- 12- 26","437.10","435.67","437.92","435.58","3.84M","0.42%"
"2023- 12- 22","435.29","435.46","436.84","433.48","4.04M","0.23%"
"2023- 12- 21","434.28","433.13","434.64","430.86","4.62M","0.97%"
"2023- 12- 20","430.09","435.51","437.30","429.90","5.78M","-1.85%"
"2023- 12- 19","438.19","436.04","438.22","435.95","4.06M","0.61%"
"2023- 12- 18","435.54","434.64","436.40","434.45","4.28M","0.57%"
"2023- 12- 15","433.09","433.19","434.25","432.24","5.33M","-0.15%"
"2023- 12- 14","433.75","434.22","435.36","431.24","8.35M","0.29%"
"2023- 12- 13","432.48","426.88","432.61","426.51","8.66M","1.36%"
"2023- 12- 12","426.67","424.22","426.67","423.27","5.98M","0.50%"
"2023- 12- 11","424.56","422.41","424.71","422.22","5.25M","0.39%"
"2023- 12- 08","422.92","420.37","423.37","420.15","5.13M","0.43%"
"2023- 12- 07","421.13","419.81","421.67","419.28","3.25M","0.78%"
"2023- 12- 06","417.86","421.61","421.67","417.46","4.20M","-0.42%"
"2023- 12- 05","419.61","418.34","420.47","418.00","3.42M","-0.03%"
"2023- 12- 04","419.74","418.65","419.87","417.50","5.81M","-0.50%"
"2023- 12- 01","421.86","418.83","422.37","418.25","4.97M","0.59%"
"2023- 11- 30","419.40","418.54","419.70","416.57","4.41M","0.39%"
"2023- 11- 29","417.78","420.06","421.12","417.36","4.09M","-0.06%"
"2023- 11- 28","418.05","417.25","419.25","416.71","3.38M","0.10%"
"2023- 11- 27","417.64","417.79","418.53","417.23","3.63M","-0.17%"
"2023- 11- 24","418.37","418.19","418.49","417.84","1.35M","0.06%"
"2023- 11- 22","418.14","418.07","419.31","417.06","3.69M","0.43%"
"2023- 11- 21","416.34","416.40","416.84","415.30","5.25M","-0.26%"
"2023- 11- 20","417.43","413.99","418.20","413.98","3.52M","0.75%"
"2023- 11- 17","414.31","413.94","414.79","412.87","4.70M","0.15%"
"2023- 11- 16","413.70","412.74","413.95","411.75","3.80M","0.14%"
"2023- 11- 15","413.12","413.54","414.72","412.37","4.41M","0.22%"
"2023- 11- 14","412.22","410.04","413.51","409.89","6.97M","1.92%"
"2023- 11- 13","404.45","403.59","405.49","402.82","2.87M","-0.10%"
"2023- 11- 10","404.86","400.59","405.11","399.14","3.99M","1.56%"
"2023- 11- 09","398.64","402.81","402.88","398.21","4.15M","-0.75%"
"2023- 11- 08","401.67","401.99","402.50","399.56","3.73M","0.08%"
"2023- 11- 07","401.34","400.26","402.04","399.23","3.36M","0.28%"
"2023- 11- 06","400.21","400.12","400.73","398.46","4.01M","0.19%"
"2023- 11- 03","399.44","397.92","400.85","397.84","5.98M","0.92%"
"2023- 11- 02","395.78","391.93","395.91","391.92","4.75M","1.90%"
"2023- 11- 01","388.40","385.09","389.08","384.62","5.55M","1.10%"
"2023- 10- 31","384.17","382.35","384.48","380.56","4.52M","0.60%"
"2023- 10- 30","381.86","379.91","382.80","378.71","5.80M","1.20%"
"2023- 10- 27","377.32","380.53","380.89","375.95","5.64M","-0.44%"
"2023- 10- 26","379.00","382.63","383.40","378.15","6.96M","-1.23%"
"2023- 10- 25","383.71","387.60","387.68","383.12","5.47M","-1.41%"
"2023- 10- 24","389.20","388.28","390.26","386.55","4.45M","0.75%"
"2023- 10- 23","386.31","385.48","389.94","383.85","5.54M","-0.18%"
"2023- 10- 20","386.99","391.38","391.82","386.84","7.55M","-1.25%"
"2023- 10- 19","391.87","395.97","397.60","391.14","6.71M","-0.85%"
"2023- 10- 18","395.22","398.89","399.81","394.22","7.33M","-1.34%"
"2023- 10- 17","400.58","397.63","402.50","397.31","4.21M","0.00%"
"2023- 10- 16","400.57","398.57","401.60","398.34","5.15M","1.05%"
"2023- 10- 13","396.42","399.81","400.96","394.96","3.77M","-0.53%"
"2023- 10- 12","398.52","401.48","401.80","396.20","3.87M","-0.60%"
"2023- 10- 11","400.93","400.27","401.09","397.99","4.18M","0.42%"
"2023- 10- 10","399.24","397.77","401.68","397.39","3.29M","0.52%"
"2023- 10- 09","397.19","392.80","397.69","392.31","2.96M","0.67%"
"2023- 10- 06","394.56","387.69","396.08","386.41","4.90M","1.19%"
"2023- 10- 05","389.91","389.89","390.79","386.95","3.33M","-0.08%"
"2023- 10- 04","390.24","387.73","390.85","386.40","4.33M","0.74%"
"2023- 10- 03","387.39","390.58","391.93","386.03","6.89M","-1.34%"
"2023- 10- 02","392.67","391.90","393.76","389.97","5.89M","-0.01%"
"2023- 09- 29","392.70","396.62","396.74","391.30","5.77M","-0.24%"
"2023- 09- 28","393.64","390.87","395.27","390.33","4.07M","0.20%"
"2023- 09- 27","392.85","393.84","394.39","389.45","4.84M","0.02%"
"2023- 09- 26","392.76","395.72","396.36","391.96","5.73M","-1.47%"
"2023- 09- 25","398.61","395.76","398.64","395.37","3.23M","0.42%"
"2023- 09- 22","396.96","398.80","400.33","396.55","7.21M","-0.24%"
"2023- 09- 21","397.92","401.80","402.05","397.69","4.63M","-1.64%"
"2023- 09- 20","404.55","409.46","409.84","404.33","4.01M","-0.94%"
"2023- 09- 19","408.37","408.22","408.80","405.71","3.63M","-0.20%"
"2023- 09- 18","409.19","408.58","410.34","408.16","3.01M","0.11%"
"2023- 09- 15","408.74","412.34","412.67","408.48","4.00M","-1.25%"
"2023- 09- 14","413.90","412.67","414.51","411.42","3.66M","0.87%"
"2023- 09- 13","410.35","410.03","411.40","408.99","2.53M","0.12%"
"2023- 09- 12","409.87","410.70","412.15","409.29","7.60M","-0.54%"
"2023- 09- 11","412.08","411.88","412.38","410.29","3.35M","0.66%"
"2023- 09- 08","409.39","408.82","410.84","408.49","4.13M","0.14%"
"2023- 09- 07","408.83","407.17","409.43","406.86","2.25M","-0.30%"
"2023- 09- 06","410.05","412.10","412.13","407.83","3.74M","-0.69%"
"2023- 09- 05","412.90","414.20","414.47","412.77","4.43M","-0.44%"
"2023- 09- 01","414.71","416.46","416.88","413.21","3.59M","0.21%"
"2023- 08- 31","413.83","414.98","416.12","413.66","4.75M","-0.13%"
"2023- 08- 30","414.36","413.03","415.03","412.40","3.00M","0.42%"
"2023- 08- 29","412.64","406.78","412.98","406.57","3.48M","1.42%"
"2023- 08- 28","406.86","406.36","407.44","405.10","3.24M","0.66%"
"2023- 08- 25","404.20","403.08","405.80","399.71","4.42M","0.66%"
"2023- 08- 24","401.54","408.60","409.08","401.40","3.46M","-1.33%"
"2023- 08- 23","406.95","403.56","407.67","403.47","3.25M","1.08%"
"2023- 08- 22","402.61","405.35","405.40","402.06","2.65M","-0.28%"
"2023- 08- 21","403.74","402.14","404.39","399.99","3.29M","0.66%"
"2023- 08- 18","401.09","398.17","402.02","397.85","4.16M","0.09%"
"2023- 08- 17","400.72","405.33","405.58","400.37","7.10M","-0.81%"
"2023- 08- 16","403.99","406.59","408.11","403.87","3.35M","-0.74%"
"2023- 08- 15","407.00","410.09","411.71","406.41","4.69M","-1.15%"
"2023- 08- 14","411.72","408.56","411.74","408.31","2.77M","0.56%"
"2023- 08- 11","409.41","407.95","410.41","407.34","2.92M","-0.09%"
"2023- 08- 10","409.79","411.80","415.05","408.62","4.59M","0.06%"
"2023- 08- 09","409.55","412.66","412.73","408.85","3.15M","-0.66%"
"2023- 08- 08","412.29","411.76","412.74","409.13","3.78M","-0.43%"
"2023- 08- 07","414.08","412.29","414.24","411.64","2.60M","0.90%"
"2023- 08- 04","410.38","414.15","416.13","410.03","5.72M","-0.49%"
"2023- 08- 03","412.40","411.68","414.19","411.09","3.03M","-0.28%"
"2023- 08- 02","413.57","416.46","416.70","412.88","4.98M","-1.39%"
"2023- 08- 01","419.38","419.26","420.08","418.55","3.14M","-0.31%"
"2023- 07- 31","420.68","420.32","420.97","419.05","3.45M","0.19%"
"2023- 07- 28","419.87","418.93","420.62","418.16","2.70M","0.97%"
"2023- 07- 27","415.82","421.79","422.15","414.92","4.15M","-0.68%"
"2023- 07- 26","418.66","417.62","419.89","416.58","6.14M","0.02%"
"2023- 07- 25","418.56","417.08","419.65","417.07","3.95M","0.29%"
"2023- 07- 24","417.33","416.58","418.10","416.02","3.47M","0.42%"
"2023- 07- 21","415.57","417.11","417.30","415.48","3.18M","0.01%"
"2023- 07- 20","415.52","417.30","418.16","414.82","4.08M","-0.65%"
"2023- 07- 19","418.25","418.07","419.37","417.49","3.49M","0.22%"
"2023- 07- 18","417.35","413.91","417.93","413.54","3.60M","0.76%"
"2023- 07- 17","414.21","412.65","415.25","412.63","2.97M","0.35%"
"2023- 07- 14","412.77","413.94","414.71","412.08","3.68M","-0.08%"
"2023- 07- 13","413.10","411.54","413.81","411.13","3.27M","0.82%"
"2023- 07- 12","409.76","410.19","411.13","408.79","4.25M","0.79%"
"2023- 07- 11","406.56","404.77","407.00","403.77","3.18M","0.64%"
"2023- 07- 10","403.97","402.63","404.11","402.06","3.36M","0.27%"
"2023- 07- 07","402.89","403.03","406.68","402.71","3.67M","-0.23%"
"2023- 07- 06","403.83","403.78","404.35","401.56","6.04M","-0.82%"
"2023- 07- 05","407.15","406.01","407.84","406.01","4.23M","-0.22%"
"2023- 07- 03","408.06","406.92","408.06","406.68","2.37M","0.19%"
"2023- 06- 30","407.28","405.40","408.22","405.29","5.17M","1.19%"
"2023- 06- 29","402.51","400.60","402.67","400.19","3.91M","-0.01%"
"2023- 06- 28","402.55","401.35","403.48","400.71","4.32M","0.04%"
"2023- 06- 27","402.37","398.80","402.93","398.39","4.30M","1.11%"
"2023- 06- 26","397.96","399.04","400.86","397.73","3.25M","-0.41%"
"2023- 06- 23","399.61","399.33","401.28","398.93","4.22M","-0.75%"
"2023- 06- 22","402.63","400.28","402.72","399.95","3.14M","0.36%"
"2023- 06- 21","401.17","402.31","403.06","400.67","3.42M","-0.55%"
"2023- 06- 20","403.38","403.49","404.32","401.26","4.25M","-0.46%"
"2023- 06- 16","405.25","408.69","408.76","404.89","5.14M","-0.37%"
"2023- 06- 15","406.75","401.00","407.93","400.89","5.28M","1.28%"
"2023- 06- 14","401.60","401.61","403.44","398.46","5.16M","0.08%"
"2023- 06- 13","401.29","400.02","401.85","399.40","3.91M","0.66%"
"2023- 06- 12","398.66","395.98","398.68","395.30","3.80M","0.92%"
"2023- 06- 09","395.03","395.05","396.93","394.08","3.06M","0.17%"
"2023- 06- 08","394.37","391.96","394.73","391.29","3.46M","0.60%"
"2023- 06- 07","392.02","393.67","394.76","391.54","3.94M","-0.33%"
"2023- 06- 06","393.31","392.05","393.79","391.41","2.89M","0.21%"
"2023- 06- 05","392.50","393.54","394.77","391.79","4.01M","-0.19%"
"2023- 06- 02","393.26","390.08","393.96","389.54","7.37M","1.47%"
"2023- 06- 01","387.57","384.20","388.57","382.97","3.56M","0.96%"
"2023- 05- 31","383.89","384.31","385.16","382.42","4.21M","-0.54%"
"2023- 05- 30","385.99","387.76","388.26","384.76","3.97M","0.03%"
"2023- 05- 26","385.87","381.64","386.57","381.54","3.04M","1.30%"
"2023- 05- 25","380.92","380.99","382.28","378.92","3.32M","0.87%"
"2023- 05- 24","377.63","378.91","379.25","376.57","3.61M","-0.75%"
"2023- 05- 23","380.48","383.19","384.11","380.08","2.89M","-1.12%"
"2023- 05- 22","384.78","384.66","386.23","383.47","2.78M","0.05%"
"2023- 05- 19","384.57","386.02","386.54","383.44","3.65M","-0.16%"
"2023- 05- 18","385.18","381.26","385.57","381.00","3.34M","0.98%"
"2023- 05- 17","381.45","378.85","382.09","377.28","3.22M","1.19%"
"2023- 05- 16","376.95","378.39","379.28","376.91","2.28M","-0.66%"
"2023- 05- 15","379.46","378.74","379.84","376.91","3.88M","0.35%"
"2023- 05- 12","378.15","379.85","380.01","375.83","2.53M","-0.13%"
"2023- 05- 11","378.66","378.47","378.88","376.67","2.68M","-0.14%"
"2023- 05- 10","379.19","380.28","380.83","375.64","3.51M","0.44%"
"2023- 05- 09","377.54","377.71","378.58","377.33","2.27M","-0.43%"
"2023- 05- 08","379.18","379.41","379.62","377.88","2.96M","0.06%"
"2023- 05- 05","378.97","375.74","380.09","375.43","3.14M","1.84%"
"2023- 05- 04","372.14","373.84","374.11","370.92","4.42M","-0.73%"
"2023- 05- 03","374.88","377.91","380.20","374.60","5.51M","-0.70%"
"2023- 05- 02","377.51","381.06","381.11","374.67","4.31M","-1.12%"
"2023- 05- 01","381.79","381.73","383.64","381.52","3.07M","-0.07%"
"2023- 04- 28","382.05","378.04","382.12","378.00","3.39M","0.86%"
"2023- 04- 27","378.81","373.89","379.13","373.67","4.30M","1.98%"
"2023- 04- 26","371.44","373.66","374.68","370.98","3.77M","-0.44%"
"2023- 04- 25","373.10","377.18","377.70","373.02","3.80M","-1.58%"
"2023- 04- 24","379.09","378.48","379.47","377.23","2.31M","0.13%"
"2023- 04- 21","378.59","378.68","379.10","376.82","2.76M","0.06%"
"2023- 04- 20","378.37","377.78","380.07","376.94","2.95M","-0.57%"
"2023- 04- 19","380.52","378.73","381.33","378.67","2.67M","-0.01%"
"2023- 04- 18","380.54","381.84","381.92","379.24","3.02M","0.07%"
"2023- 04- 17","380.28","378.84","380.32","377.68","2.72M","0.34%"
"2023- 04- 14","378.99","379.27","381.33","376.72","2.98M","-0.21%"
"2023- 04- 13","379.77","375.91","380.17","375.44","2.68M","1.30%"
"2023- 04- 12","374.91","378.40","378.62","374.32","3.62M","-0.40%"
"2023- 04- 11","376.41","376.90","377.76","375.69","3.07M","0.01%"
"2023- 04- 10","376.36","373.55","376.39","372.96","2.67M","0.11%"
"2023- 04- 06","375.95","373.67","376.18","372.72","3.08M","0.38%"
"2023- 04- 05","374.52","374.71","375.42","372.89","3.23M","-0.24%"
"2023- 04- 04","375.43","378.19","378.40","374.13","2.71M","-0.56%"
"2023- 04- 03","377.56","375.60","377.91","375.22","3.53M","0.40%"
"2023- 03- 31","376.07","371.78","376.34","371.65","4.16M","1.40%"
"2023- 03- 30","370.89","371.23","371.48","369.10","3.32M","0.60%"
"2023- 03- 29","368.69","367.40","368.94","366.29","3.64M","1.42%"
"2023- 03- 28","363.52","363.54","364.20","361.68","2.41M","-0.18%"
"2023- 03- 27","364.16","365.73","366.43","363.40","4.14M","0.17%"
"2023- 03- 24","363.56","359.98","363.63","357.72","3.74M","0.25%"
"2023- 03- 23","362.64","364.48","368.29","360.12","4.79M","0.24%"
